Godot Engine v4.7.2.stable.official.ed1daf0bf - https://godotengine.org

ERROR: Failed to read the root certificate store.
   at: get_system_ca_certificates (platform/windows/os_windows.cpp:2582)
[   0% ] first_scan_filesystem | Started 项目初始化 (5 steps)
[  30% ] reimport | 正在准备重新导入文件……
[  30% ] reimport | 正在准备重新导入文件……
[  31% ] reimport | 正在准备重新导入文件……
[  32% ] reimport | 正在准备重新导入文件……
[  33% ] reimport | 正在准备重新导入文件……
[  34% ] reimport | 正在准备重新导入文件……
[  35% ] reimport | 正在准备重新导入文件……
[  36% ] reimport | 正在准备重新导入文件……
[  37% ] reimport | 正在准备重新导入文件……
[  38% ] reimport | 正在准备重新导入文件……
[  39% ] reimport | 正在准备重新导入文件……
[  40% ] reimport | 正在准备重新导入文件……
[  40% ] reimport | 正在准备重新导入文件……
[  41% ] reimport | 正在准备重新导入文件……
[  42% ] reimport | 正在准备重新导入文件……
[  43% ] reimport | 正在准备重新导入文件……
[  44% ] reimport | 正在准备重新导入文件……
[  45% ] reimport | 正在准备重新导入文件……
[  46% ] reimport | 正在准备重新导入文件……
[  47% ] reimport | 正在准备重新导入文件……
[  48% ] reimport | 正在准备重新导入文件……
[  49% ] reimport | 正在准备重新导入文件……
[  50% ] reimport | 正在准备重新导入文件……
[  50% ] reimport | 正在准备重新导入文件……
[  51% ] reimport | 正在准备重新导入文件……
[  52% ] reimport | 正在准备重新导入文件……
[  53% ] reimport | 正在准备重新导入文件……
[  54% ] reimport | 正在准备重新导入文件……
[  55% ] reimport | 正在准备重新导入文件……
[  56% ] reimport | 正在准备重新导入文件……
[  57% ] reimport | 正在准备重新导入文件……
[  58% ] reimport | 正在准备重新导入文件……
[  59% ] reimport | 正在准备重新导入文件……
[  60% ] reimport | 正在准备重新导入文件……
[  60% ] reimport | 正在准备重新导入文件……
[  61% ] reimport | 正在准备重新导入文件……
[  62% ] reimport | 正在准备重新导入文件……
[  63% ] reimport | 正在准备重新导入文件……
[  64% ] reimport | 正在准备重新导入文件……
[  65% ] reimport | 正在准备重新导入文件……
[  66% ] reimport | 正在准备重新导入文件……
[  67% ] reimport | 正在准备重新导入文件……
[  68% ] reimport | 正在准备重新导入文件……
[  69% ] reimport | 正在准备重新导入文件……
[  70% ] reimport | 正在准备重新导入文件……
[  70% ] reimport | 正在准备重新导入文件……
[  71% ] reimport | 正在准备重新导入文件……
[  72% ] reimport | 正在准备重新导入文件……
[  73% ] reimport | 正在准备重新导入文件……
[  74% ] reimport | 正在准备重新导入文件……
[  75% ] reimport | 正在准备重新导入文件……
[  76% ] reimport | 正在准备重新导入文件……
[  77% ] reimport | 正在准备重新导入文件……
[  78% ] reimport | 正在准备重新导入文件……
[  79% ] reimport | 正在准备重新导入文件……
[  80% ] reimport | 正在准备重新导入文件……
[  80% ] reimport | 正在准备重新导入文件……
[  81% ] reimport | 正在准备重新导入文件……
[  82% ] reimport | 正在准备重新导入文件……
[  83% ] reimport | 正在准备重新导入文件……
[  84% ] reimport | 正在准备重新导入文件……
[  85% ] reimport | 正在准备重新导入文件……
[  86% ] reimport | 正在准备重新导入文件……
[  87% ] reimport | 正在准备重新导入文件……
[  88% ] reimport | 正在准备重新导入文件……
[  89% ] reimport | 正在准备重新导入文件……
[  90% ] reimport | 正在准备重新导入文件……
[  90% ] reimport | 正在准备重新导入文件……
[  91% ] reimport | 正在准备重新导入文件……
[  92% ] reimport | 正在准备重新导入文件……
[  93% ] reimport | 正在准备重新导入文件……
[  94% ] reimport | 正在准备重新导入文件……
[  95% ] reimport | 正在准备重新导入文件……
[  96% ] reimport | 正在准备重新导入文件……
[  97% ] reimport | 正在准备重新导入文件……
[  98% ] reimport | 正在准备重新导入文件……
[   0% ] reimport | 正在执行重新导入的前置操作……
[   0% ] reimport | 「萤火ノ天」__spell-smm-017.jpg
[   0% ] reimport | 「秋意ノ溪」__spell-kmo-021.jpg
[   1% ] reimport | 「深红ノ进击」__spell-kmo-023.jpg
[   2% ] reimport | 「春雪」__spell-kmo-005.jpg
[   3% ] reimport | 「早苗的御币」__item-smm-023.jpg
[   4% ] reimport | 「彼岸ノ神想」__spell-smm-019.jpg
[   5% ] reimport | 「幽幽子的折扇」__item-kmo-026.jpg
[   6% ] reimport | 「小憩」__spell-smm-006.jpg
[   7% ] reimport | 「宵暗ノ翼」__spell-kmo-019.jpg
[   8% ] reimport | 「天ノ磐舟」__spell-smm-021.jpg
[   9% ] reimport | 「九天ノ瀑布」__spell-smm-020.jpg
[  10% ] reimport | image175.png
