asset_id,name,code,card_id,status,identification,source_image
tts_149000,识文解意的爱书「本居小铃」,REC-104,character-rec-104,已有卡面／重复裁切,project_image_match,cards/tts_149000__character-rec-104.jpg
tts_149001,七色的人偶使「爱丽丝·玛格特洛依德」,,77,已有卡面／重复裁切,project_image_match,cards/tts_149001__77.jpg
tts_149002,祭祀风之人「东风谷早苗」,REI-026,character-rei-026,已有卡面／重复裁切,variant_ambiguous,cards/tts_149002__ambiguous.jpg
tts_149003,神隐的主犯「八云紫」,,character-fdf-ex02,已有卡面／重复裁切,project_image_match,cards/tts_149003__character-fdf-ex02.jpg
tts_149004,「天界ノ蜜桃」,,spell-lof-025,已有卡面／重复裁切,project_image_match,cards/tts_149004__spell-lof-025.jpg
tts_149005,战符「小小军势」,,153,已有卡面／重复裁切,project_image_match,cards/tts_149005__153.jpg
tts_149006,「背德ノ吸血鬼」,,110,已有卡面／重复裁切,project_image_match,cards/tts_149006__110.jpg
tts_149007,湖畔的住人「大妖精」,,13,已有卡面／重复裁切,project_image_match,cards/tts_149007__13.jpg
tts_149008,「不明ノ正体」,,139,已有卡面／重复裁切,project_image_match,cards/tts_149008__139.jpg
tts_149009,「夜ノ蝶」,,135,已有卡面／重复裁切,project_image_match,cards/tts_149009__135.jpg
tts_149010,「境界」,,114,已有卡面／重复裁切,project_image_match,cards/tts_149010__114.jpg
tts_149011,幻巢「飞光虫ノ巢」,,spell-soi-119,已有卡面／重复裁切,project_image_match,cards/tts_149011__spell-soi-119.jpg
tts_149012,运送春天的妖精「莉莉白」,SOI-006,character-soi-006,已有卡面／重复裁切,project_image_match,cards/tts_149012__character-soi-006.jpg
tts_149013,蓬莱的人之形「藤原妹红」,,21,已有卡面／重复裁切,variant_ambiguous,cards/tts_149013__ambiguous.jpg
tts_149014,「极光」,,143,已有卡面／重复裁切,project_image_match,cards/tts_149014__143.jpg
tts_149015,地狱的妖精「克劳恩皮丝」,,34,已有卡面／重复裁切,project_image_match,cards/tts_149015__34.jpg
tts_149016,「未应ノ爱」,,133,已有卡面／重复裁切,project_image_match,cards/tts_149016__133.jpg
tts_149017,「埴轮泰坦」,,54,已有卡面／重复裁切,project_image_match,cards/tts_149017__54.jpg
tts_149018,「大天狗」,,58,已有卡面／重复裁切,project_image_match,cards/tts_149018__58.jpg
tts_149019,空观剑「六根清净斩」,,118,已有卡面／重复裁切,project_image_match,cards/tts_149019__118.jpg
tts_149020,「彼岸ノ神想」,,106,已有卡面／重复裁切,project_image_match,cards/tts_149020__106.jpg
tts_149021,暗中的光虫「莉格露·奈特巴格」,,19,已有卡面／重复裁切,project_image_match,cards/tts_149021__19.jpg
tts_149022,旧史「旧秘境史-古代史-」,,119,已有卡面／重复裁切,project_image_match,cards/tts_149022__119.jpg
tts_149023,天狗记者「射命丸文」,,18,已有卡面／重复裁切,project_image_match,cards/tts_149023__18.jpg
tts_149024,大海的正义「村纱水蜜」,,60,已有卡面／重复裁切,project_image_match,cards/tts_149024__60.jpg
tts_149025,「今昔ノ花」,,148,已有卡面／重复裁切,project_image_match,cards/tts_149025__148.jpg
tts_149026,念写记者「姬海棠果」,,25,已有卡面／重复裁切,project_image_match,cards/tts_149026__25.jpg
tts_149028,星降的风水师「物部布都」,,49,已有卡面／重复裁切,project_image_match,cards/tts_149028__49.jpg
tts_149029,幻想乡的记忆「稗田阿求」,,44,已有卡面／重复裁切,project_image_match,cards/tts_149029__44.jpg
tts_149030,「人神ノ嬉」,SOI-098,spell-soi-098,已有卡面／重复裁切,project_image_match,cards/tts_149030__spell-soi-098.jpg
tts_149031,「万华ノ镜」,,102,已有卡面／重复裁切,project_image_match,cards/tts_149031__102.jpg
tts_149032,「花ノ幻想」,,146,已有卡面／重复裁切,project_image_match,cards/tts_149032__146.jpg
tts_149033,幻想「花鸟风月、啸风弄月」,,158,已有卡面／重复裁切,project_image_match,cards/tts_149033__158.jpg
tts_149034,有顶ノ天,,174,已有卡面／重复裁切,project_image_match,cards/tts_149034__174.jpg
tts_149035,祈风之人「东风谷早苗」,,9,已有卡面／重复裁切,project_image_match,cards/tts_149035__9.jpg
tts_149036,键盘手「莉莉卡·普莉兹姆利巴」,,29,已有卡面／重复裁切,project_image_match,cards/tts_149036__29.jpg
tts_149037,二百由旬之一闪「魂魄妖梦」,,87,已有卡面／重复裁切,project_image_match,cards/tts_149037__87.jpg
tts_149038,「九天ノ瀑布」,,127,已有卡面／重复裁切,project_image_match,cards/tts_149038__127.jpg
tts_149039,甜蜜毒药「梅蒂欣·梅兰可莉」,,17,已有卡面／重复裁切,project_image_match,cards/tts_149039__17.jpg
tts_149040,大地的守护神「比那名居天子」,,character-fdf-ex04,已有卡面／重复裁切,project_image_match,cards/tts_149040__character-fdf-ex04.jpg
tts_149041,「深红ノ进击」,,144,已有卡面／重复裁切,project_image_match,cards/tts_149041__144.jpg
tts_149042,「游行圣」,,160,已有卡面／重复裁切,project_image_match,cards/tts_149042__160.jpg
tts_149043,恶魔之妹「芙兰朵露·斯卡蕾特」,,character-fdf-ex01,已有卡面／重复裁切,project_image_match,cards/tts_149043__character-fdf-ex01.jpg
tts_149044,「神游」,,131,已有卡面／重复裁切,project_image_match,cards/tts_149044__131.jpg
tts_149045,「秋」,,142,已有卡面／重复裁切,project_image_match,cards/tts_149045__142.jpg
tts_149046,「魍魉」,,51,已有卡面／重复裁切,project_image_match,cards/tts_149046__51.jpg
tts_149047,「鬼神长」,,50,已有卡面／重复裁切,project_image_match,cards/tts_149047__50.jpg
tts_149048,恋符「极限火花」,,99,已有卡面／重复裁切,project_image_match,cards/tts_149048__99.jpg
tts_149049,「蕾米莉亚的烛台」,,165,已有卡面／重复裁切,project_image_match,cards/tts_149049__165.jpg
tts_149050,「妖魔书」,,164,已有卡面／重复裁切,project_image_match,cards/tts_149050__164.jpg
tts_149051,三月精「斯塔·萨菲雅」,,3,已有卡面／重复裁切,project_image_match,cards/tts_149051__3.jpg
tts_149052,无名ノ丘,,171,已有卡面／重复裁切,project_image_match,cards/tts_149052__171.jpg
tts_149053,魔神复诵「圣白莲」,,character-fdf-ex03,已有卡面／重复裁切,project_image_match,cards/tts_149053__character-fdf-ex03.jpg
tts_149054,地狱的最高裁判长「四季映姬」,,35,已有卡面／重复裁切,project_image_match,cards/tts_149054__35.jpg
tts_149055,「小恶魔」,,14,已有卡面／重复裁切,project_image_match,cards/tts_149055__14.jpg
tts_149056,冥界,,175,已有卡面／重复裁切,project_image_match,cards/tts_149056__175.jpg
tts_149057,「宵暗ノ翼」,,129,已有卡面／重复裁切,project_image_match,cards/tts_149057__129.jpg
tts_149058,小号手「梅露兰·普莉兹姆利巴」,,30,已有卡面／重复裁切,project_image_match,cards/tts_149058__30.jpg
tts_149059,红魔馆的女仆「十六夜咲夜」,,75,已有卡面／重复裁切,project_image_match,cards/tts_149059__75.jpg
tts_149060,「魔理沙的元素瓶」,,167,已有卡面／重复裁切,project_image_match,cards/tts_149060__167.jpg
tts_149061,「春」,SOI-111,spell-mar-013,已收录异画,face_rules_workbook,cards/tts_149061__unmatched.jpg
tts_149062,「山童士兵」,,53,已有卡面／重复裁切,project_image_match,cards/tts_149062__53.jpg
tts_149063,「高阶恶魔」,,52,已有卡面／重复裁切,project_image_match,cards/tts_149063__52.jpg
tts_149064,雪之亡灵「西行寺幽幽子」,,48,已有卡面／重复裁切,project_image_match,cards/tts_149064__48.jpg
tts_149065,「太阳ノ花田」,,116,已有卡面／重复裁切,project_image_match,cards/tts_149065__116.jpg
tts_149066,七曜魔法使「帕秋莉·诺蕾姬」,,character-mar-ex01,已有卡面／重复裁切,project_image_match,cards/tts_149066__character-mar-ex01.jpg
tts_149067,「缘起ノ幻想乡」,,111,已有卡面／重复裁切,project_image_match,cards/tts_149067__111.jpg
tts_149068,第三只眼「古明地觉」,,76,已有卡面／重复裁切,project_image_match,cards/tts_149068__76.jpg
tts_149200,邪术仙人「霍青娥」,,62,已有卡面／重复裁切,project_image_match,cards/tts_149200__62.jpg
tts_149201,「幻想ノ灵火」,,152,已有卡面／重复裁切,project_image_match,cards/tts_149201__152.jpg
tts_149202,永远与须臾的罪人「蓬莱山辉夜」,,85,已有卡面／重复裁切,project_image_match,cards/tts_149202__85.jpg
tts_149203,幻世「the world」,,121,已有卡面／重复裁切,project_image_match,cards/tts_149203__121.jpg
tts_149204,土著神「小小青蛙不输风雨」,,151,已有卡面／重复裁切,project_image_match,cards/tts_149204__151.jpg
tts_149205,火水木金土符「贤者之石」,,128,已有卡面／重复裁切,project_image_match,cards/tts_149205__128.jpg
tts_149206,无名的读书妖怪「朱鹭子」,,character-mar-025,已有卡面／重复裁切,project_image_match,cards/tts_149206__character-mar-025.jpg
tts_149207,「幽幽子的折扇」,,168,已有卡面／重复裁切,project_image_match,cards/tts_149207__168.jpg
tts_149208,雾ノ湖,,172,已有卡面／重复裁切,project_image_match,cards/tts_149208__172.jpg
tts_149209,丰收之秋「秋穰子」,,character-rei-023,已有卡面／重复裁切,project_image_match,cards/tts_149209__character-rei-023.jpg
tts_149210,「上海人偶」,,8,已有卡面／重复裁切,project_image_match,cards/tts_149210__8.jpg
tts_149211,遗忘之伞「多多良小伞」,,59,已有卡面／重复裁切,project_image_match,cards/tts_149211__59.jpg
tts_149212,宵暗的妖怪「露米娅」,,15,已有卡面／重复裁切,project_image_match,cards/tts_149212__15.jpg
tts_149213,「蓬莱人偶」,,7,已有卡面／重复裁切,project_image_match,cards/tts_149213__7.jpg
tts_149214,巡秋而来「秋静叶」,,11,已有卡面／重复裁切,project_image_match,cards/tts_149214__11.jpg
tts_149215,阳花的妖怪「风见幽香」,SOI-018,character-soi-018,已有卡面／重复裁切,project_image_match,cards/tts_149215__character-soi-018.jpg
tts_149216,问答无用「云居一轮&云山」,,67,已有卡面／重复裁切,project_image_match,cards/tts_149216__67.jpg
tts_149217,漆黑的噬龙者「姬虫百百世」,,43,已有卡面／重复裁切,project_image_match,cards/tts_149217__43.jpg
tts_149219,地壳下的嫉妒心「水桥帕露西」,,23,已有卡面／重复裁切,project_image_match,cards/tts_149219__23.jpg
tts_149221,「幽冥境」,,132,已有卡面／重复裁切,project_image_match,cards/tts_149221__132.jpg
tts_149222,地底的太阳「灵乌路空」,,78,已有卡面／重复裁切,project_image_match,cards/tts_149222__78.jpg
tts_149223,三途川之引渡人「小野冢小町」,,26,已有卡面／重复裁切,project_image_match,cards/tts_149223__26.jpg
tts_149224,冬之妖怪「蕾蒂·霍瓦特洛克」,,12,已有卡面／重复裁切,project_image_match,cards/tts_149224__12.jpg
tts_149225,「天ノ磐舟」,,136,已有卡面／重复裁切,project_image_match,cards/tts_149225__136.jpg
tts_149226,未知力量X「封兽ぬえ」,,64,已有卡面／重复裁切,project_image_match,cards/tts_149226__64.jpg
tts_149227,华胥的亡灵「西行寺幽幽子」,,71,已有卡面／重复裁切,project_image_match,cards/tts_149227__71.jpg
tts_149228,「Hell's Tokamak」,,162,已有卡面／重复裁切,project_image_match,cards/tts_149228__162.jpg
tts_149229,仲夏的妖精「爱塔妮缇拉尔瓦」,,character-lof-017,已有卡面／重复裁切,project_image_match,cards/tts_149229__character-lof-017.jpg
tts_149230,地狱的轮祸「火焰猫燐」,,91,已有卡面／重复裁切,project_image_match,cards/tts_149230__91.jpg
tts_149231,「狼女」,SOI-004,soi_unit_004,已收录异画,face_rules_workbook,cards/tts_149231__unmatched.jpg
tts_149232,心ノ箱,,173,已有卡面／重复裁切,project_image_match,cards/tts_149232__173.jpg
tts_149233,狂气月兔「铃仙·优昙华院·因幡」,,33,已有卡面／重复裁切,project_image_match,cards/tts_149233__33.jpg
tts_149234,美丽的绯之衣「永江衣玖」,SOI-039,character-mar-024,已收录异画,face_rules_workbook,cards/tts_149234__unmatched.jpg
tts_149235,「永夜归返-子ノ刻-」,,159,已有卡面／重复裁切,project_image_match,cards/tts_149235__159.jpg
tts_149236,「龙宫使者」,,56,已有卡面／重复裁切,project_image_match,cards/tts_149236__56.jpg
tts_149237,土著神之顶「洩矢诹访子」,,93,已有卡面／重复裁切,project_image_match,cards/tts_149237__93.jpg
tts_149238,可怕的波动「芙兰朵露·斯卡蕾特」,,6,已有卡面／重复裁切,project_image_match,cards/tts_149238__6.jpg
tts_149239,毗沙门天「寅丸星」,SOI-067,character-rei-022,已收录异画,face_rules_workbook,cards/tts_149239__unmatched.jpg
tts_149240,「天ノ羽衣」,,138,已有卡面／重复裁切,project_image_match,cards/tts_149240__138.jpg
tts_149241,湖上的冰精「琪露诺」,,80,已有卡面／重复裁切,project_image_match,cards/tts_149241__80.jpg
tts_149242,「风元素」,,55,已有卡面／重复裁切,project_image_match,cards/tts_149242__55.jpg
tts_149243,「审ノ视」,,140,已有卡面／重复裁切,project_image_match,cards/tts_149243__140.jpg
tts_149244,「神ノ风」,,134,已有卡面／重复裁切,project_image_match,cards/tts_149244__134.jpg
tts_149245,「秋意ノ溪」,,94,已有卡面／重复裁切,project_image_match,cards/tts_149245__94.jpg
tts_149246,未确认幻想飞行物「封兽ぬえ」,,soi_unit_086,已有卡面／重复裁切,project_image_match,cards/tts_149246__soi_unit_086.jpg
tts_149247,「秘神ノ门扉」,,149,已有卡面／重复裁切,project_image_match,cards/tts_149247__149.jpg
tts_149248,「稻田姬ノ秋」,,107,已有卡面／重复裁切,project_image_match,cards/tts_149248__107.jpg
tts_149249,「早苗的御币」,,166,已有卡面／重复裁切,project_image_match,cards/tts_149249__166.jpg
tts_149250,「橙」,,46,已有卡面／重复裁切,project_image_match,cards/tts_149250__46.jpg
tts_149251,博丽神社,,170,已有卡面／重复裁切,project_image_match,cards/tts_149251__170.jpg
tts_149252,独臂有角的仙人「茨木华扇」,,31,已有卡面／重复裁切,project_image_match,cards/tts_149252__31.jpg
tts_149253,神枪「冈格尼尔」,,109,已有卡面／重复裁切,project_image_match,cards/tts_149253__109.jpg
tts_149254,「甜蜜时刻」,,112,已有卡面／重复裁切,project_image_match,cards/tts_149254__112.jpg
tts_149255,「废墟ノ梦」,,124,已有卡面／重复裁切,project_image_match,cards/tts_149255__124.jpg
tts_149256,孤援的造型神「埴安神袿姬」,,45,已有卡面／重复裁切,project_image_match,cards/tts_149256__45.jpg
tts_149257,「萤燈ノ森」,,163,已有卡面／重复裁切,project_image_match,cards/tts_149257__163.jpg
tts_149258,探宝队员「纳兹琳」,,63,已有卡面／重复裁切,project_image_match,cards/tts_149258__63.jpg
tts_149259,乐园的可爱巫女「博丽灵梦」,,70,已有卡面／重复裁切,project_image_match,cards/tts_149259__70.jpg
tts_149260,「正义宝塔ノ光」,,177,已有卡面／重复裁切,project_image_match,cards/tts_149260__177.jpg
tts_149261,「异星弹幕ノ空」,,176,已有卡面／重复裁切,project_image_match,cards/tts_149261__176.jpg
tts_149262,「风神的神德」,,150,已有卡面／重复裁切,project_image_match,cards/tts_149262__150.jpg
tts_149263,红魔馆,,169,已有卡面／重复裁切,project_image_match,cards/tts_149263__169.jpg
tts_149264,「常夜ノ樱」,SOI-121,spell-htk-018,已收录异画,face_rules_workbook,cards/tts_149264__unmatched.jpg
tts_149265,奇迹「白昼ノ客星」,,105,已有卡面／重复裁切,project_image_match,cards/tts_149265__105.jpg
tts_149266,「玩耍的妖精」,,57,已有卡面／重复裁切,project_image_match,cards/tts_149266__57.jpg
tts_149267,本能「本我的解放」,,125,已有卡面／重复裁切,project_image_match,cards/tts_149267__125.jpg
tts_149268,灵符「梦想封印-瞬-」,,100,已有卡面／重复裁切,project_image_match,cards/tts_149268__100.jpg
tts_149400,「妖精ノ祭典」,,155,已有卡面／重复裁切,project_image_match,cards/tts_149400__155.jpg
tts_149401,刚欲同盟盟主「饕餮尤魔」,,41,已有卡面／重复裁切,project_image_match,cards/tts_149401__41.jpg
tts_149402,日之光「桑尼·米尔克」,,1,已有卡面／重复裁切,project_image_match,cards/tts_149402__1.jpg
tts_149403,普通的魔法使「雾雨魔理沙」,SOI-070,68,已收录异画,face_rules_workbook,cards/tts_149403__unmatched.jpg
tts_149404,「秋穰子的红薯」,,,未对应当前卡池,face_transcription,cards/tts_149404__unmatched.jpg
tts_149405,「妖精ノ嬉游」,,97,已有卡面／重复裁切,project_image_match,cards/tts_149405__97.jpg
tts_149406,「无意识ノ雨」,,147,已有卡面／重复裁切,project_image_match,cards/tts_149406__147.jpg
tts_149407,回声山彦「幽谷响子」,,66,已有卡面／重复裁切,project_image_match,cards/tts_149407__66.jpg
tts_149408,禁忌「莱瓦汀」,,104,已有卡面／重复裁切,project_image_match,cards/tts_149408__104.jpg
tts_149409,无理非道的仙人「霍青娥」,,42,已有卡面／重复裁切,project_image_match,cards/tts_149409__42.jpg
tts_149410,「妖恋谈」,,101,已有卡面／重复裁切,project_image_match,cards/tts_149410__101.jpg
tts_149411,月之光「露娜·切露德」,,2,已有卡面／重复裁切,project_image_match,cards/tts_149411__2.jpg
tts_149412,「反魂蝶」,,120,已有卡面／重复裁切,project_image_match,cards/tts_149412__120.jpg
tts_149413,「出鞘」,,141,已有卡面／重复裁切,project_image_match,cards/tts_149413__141.jpg
tts_149414,紧闭的恋之瞳「古明地恋」,,73,已有卡面／重复裁切,project_image_match,cards/tts_149414__73.jpg
tts_149415,吞噬历史的半兽「上白泽慧音」,FDF-EX05,character-fdf-ex05,已收录异画,face_rules_workbook,cards/tts_149415__unmatched.jpg
tts_149416,水中工程师「河城荷取」,,27,已有卡面／重复裁切,project_image_match,cards/tts_149416__27.jpg
tts_149417,「天狗ノ防御」,,123,已有卡面／重复裁切,project_image_match,cards/tts_149417__123.jpg
tts_149418,苍天的庭师「魂魄妖梦」,,39,已有卡面／重复裁切,project_image_match,cards/tts_149418__39.jpg
tts_149419,式神「八云蓝」,,24,已有卡面／重复裁切,project_image_match,cards/tts_149419__24.jpg
tts_149420,提琴手「露娜萨·普莉兹姆利巴」,,28,已有卡面／重复裁切,project_image_match,cards/tts_149420__28.jpg
tts_149421,要石「开天辟地ノ压」,,154,已有卡面／重复裁切,project_image_match,cards/tts_149421__154.jpg
tts_149422,「活动记录」,,113,已有卡面／重复裁切,project_image_match,cards/tts_149422__113.jpg
tts_149423,秘神流雏「键山雏」,,32,已有卡面／重复裁切,project_image_match,cards/tts_149423__32.jpg
tts_149424,「樱华ノ月」,,96,已有卡面／重复裁切,project_image_match,cards/tts_149424__96.jpg
tts_149426,「幻想风靡」,,122,已有卡面／重复裁切,project_image_match,cards/tts_149426__122.jpg
tts_149427,永远鲜红的幼月「蕾米莉亚·斯卡蕾特」,,74,已有卡面／重复裁切,project_image_match,cards/tts_149427__74.jpg
tts_149428,八坂的神风「八坂神奈子」,,82,已有卡面／重复裁切,project_image_match,cards/tts_149428__82.jpg
tts_149429,妖怪「火焰ノ车轮」,,161,已有卡面／重复裁切,project_image_match,cards/tts_149429__161.jpg
tts_149430,妖云「平安时代ノ黑云」,,178,已有卡面／重复裁切,project_image_match,cards/tts_149430__178.jpg
tts_149431,想起「恐怖ノ回忆」,,157,已有卡面／重复裁切,project_image_match,cards/tts_149431__157.jpg
tts_149432,「天狗ノ晴岚」,,98,已有卡面／重复裁切,project_image_match,cards/tts_149432__98.jpg
tts_149433,「萤火ノ天」,,103,已有卡面／重复裁切,project_image_match,cards/tts_149433__103.jpg
tts_149434,冻符「完美冻结」,,156,已有卡面／重复裁切,project_image_match,cards/tts_149434__156.jpg
tts_149435,「永夜蛰居」,,130,已有卡面／重复裁切,project_image_match,cards/tts_149435__130.jpg
tts_149436,恶魔的门番「红美铃」,,47,已有卡面／重复裁切,project_image_match,cards/tts_149436__47.jpg
tts_149437,百鬼夜行「伊吹萃香」,,90,已有卡面／重复裁切,project_image_match,cards/tts_149437__90.jpg
tts_149438,夜雀「米斯蒂娅·萝蕾拉」,,22,已有卡面／重复裁切,project_image_match,cards/tts_149438__22.jpg
tts_149439,「静空」,,145,已有卡面／重复裁切,project_image_match,cards/tts_149439__145.jpg
tts_149440,幸运的白兔「因幡帝」,,character-rec-096,已有卡面／重复裁切,project_image_match,cards/tts_149440__character-rec-096.jpg
tts_149441,「大妖精」,,5,已有卡面／重复裁切,project_image_match,cards/tts_149441__5.jpg
tts_149443,「百万鬼夜行」,,137,已有卡面／重复裁切,project_image_match,cards/tts_149443__137.jpg
tts_149444,「湖上」,,126,已有卡面／重复裁切,project_image_match,cards/tts_149444__126.jpg
tts_149446,辉光ノ城,,field-smm-004,已有卡面／重复裁切,variant_ambiguous,cards/tts_149446__ambiguous.jpg
tts_149447,「血族的末裔」,,spell-kmo-004,已有卡面／重复裁切,project_image_match,cards/tts_149447__spell-kmo-004.jpg
tts_149448,「春雪」,,spell-kmo-005,已有卡面／重复裁切,project_image_match,cards/tts_149448__spell-kmo-005.jpg
tts_149449,开海「摩西ノ奇迹」,,spell-rec-055,已有卡面／重复裁切,variant_ambiguous,cards/tts_149449__ambiguous.jpg
tts_149450,死神「彼岸归航」,,spell-kmo-002,已有卡面／重复裁切,project_image_match,cards/tts_149450__spell-kmo-002.jpg
tts_149451,小槌「变大吧」,,spell-rec-054,已有卡面／重复裁切,variant_ambiguous,cards/tts_149451__ambiguous.jpg
tts_149452,竹林中的狼人「今泉影狼」,,character-kmo-005,已有卡面／重复裁切,project_image_match,cards/tts_149452__character-kmo-005.jpg
tts_149453,小人的公主「少名针妙丸」,,character-smm05,已有卡面／重复裁切,project_image_match,cards/tts_149453__character-smm05.jpg
tts_149454,「小憩」,,spell-smm-006,已有卡面／重复裁切,project_image_match,cards/tts_149454__spell-smm-006.jpg
tts_149455,彼岸的渡者「小野冢小町」,,character-kmo-001,已有卡面／重复裁切,project_image_match,cards/tts_149455__character-kmo-001.jpg
tts_149456,小人的后裔「少名针妙丸」,,character-smm01,已有卡面／重复裁切,project_image_match,cards/tts_149456__character-smm01.jpg
tts_149542,飞散红叶的天狗「射命丸文」,,79,已有卡面／重复裁切,project_image_match,cards/tts_149542__79.jpg
tts_149545,塞符「天上天下的照国」,,spell-kmo-003,已有卡面／重复裁切,variant_ambiguous,cards/tts_149545__ambiguous.jpg
tts_149600,忠诚的死体「宫古芳香」,,61,已有卡面／重复裁切,project_image_match,cards/tts_149600__61.jpg
tts_149700,引雷的亡灵「苏我屠自古」,,38,已有卡面／重复裁切,project_image_match,cards/tts_149700__38.jpg
tts_149800,四季鲜花之主「风见幽香」,,86,已有卡面／重复裁切,project_image_match,cards/tts_149800__86.jpg
tts_149900,永远鲜红的幼月「蕾米莉亚·斯卡蕾特」,SOI-117,74,已收录异画,face_rules_workbook,cards/tts_149900__unmatched.jpg
tts_150000,普通的魔法使「雾雨魔理沙」,,68,已有卡面／重复裁切,project_image_match,cards/tts_150000__68.jpg
tts_150100,蝙蝠衍生物,KMO-027,token-kmo-027,已有卡面／重复裁切,project_image_match,cards/tts_150100__token-kmo-027.jpg
tts_150200,小人衍生物,SMM-025,token-smm-025,已有卡面／重复裁切,project_image_match,cards/tts_150200__token-smm-025.jpg
tts_150301,蓬莱之药,UCS-093,token-ucs-093,待核对规则／数值,face_rules_workbook,cards/tts_150301__unmatched.jpg
tts_150302,「八卦炉」,,item-mar-017,已有卡面／重复裁切,project_image_match,cards/tts_150302__item-mar-017.jpg
tts_150303,「幽香的阳伞」,,item-ucs-005,已有卡面／重复裁切,project_image_match,cards/tts_150303__item-ucs-005.jpg
tts_150304,「风祝的头饰」,,item-ucs-013,已有卡面／重复裁切,project_image_match,cards/tts_150304__item-ucs-013.jpg
tts_150305,「河童背包」,,item-ucs-012,已有卡面／重复裁切,project_image_match,cards/tts_150305__item-ucs-012.jpg
tts_150306,「死神的大镰」,,item-ucs-017,已有卡面／重复裁切,project_image_match,cards/tts_150306__item-ucs-017.jpg
tts_150338,繁星的引导者「饭纲丸龙」,,character-ucs-003,已有卡面／重复裁切,project_image_match,cards/tts_150338__character-ucs-003.jpg
tts_150339,高地的山女「驹草山如」,,character-ucs-007,已有卡面／重复裁切,project_image_match,cards/tts_150339__character-ucs-007.jpg
tts_150340,洞窟之网「黑谷山女」,,character-ucs-010,已有卡面／重复裁切,project_image_match,cards/tts_150340__character-ucs-010.jpg
tts_150341,腹黑的人鱼公主「若鹭姬」,,character-ucs-016,已有卡面／重复裁切,project_image_match,cards/tts_150341__character-ucs-016.jpg
tts_150343,「诹访子与赤口大人」,,character-ucs-025,已有卡面／重复裁切,project_image_match,cards/tts_150343__character-ucs-025.jpg
tts_150344,实验中的魔女「雾雨魔理沙」,,character-mar-020,已有卡面／重复裁切,project_image_match,cards/tts_150344__character-mar-020.jpg
tts_150345,小径的红叶巫女「博丽灵梦」,,character-rei-017,已有卡面／重复裁切,project_image_match,cards/tts_150345__character-rei-017.jpg
tts_150346,小夜岚的女仆「十六夜咲夜」,,character-ucs-032,已有卡面／重复裁切,project_image_match,cards/tts_150346__character-ucs-032.jpg
tts_150347,空想人格的保持者「古明地恋」,,character-ucs-034,已有卡面／重复裁切,project_image_match,cards/tts_150347__character-ucs-034.jpg
tts_150348,孤影悄然的妖怪「古明地觉」,,character-ucs-036,已有卡面／重复裁切,project_image_match,cards/tts_150348__character-ucs-036.jpg
tts_150349,旧地狱的宠物妖怪「火焰猫燐」,,character-ucs-038,已有卡面／重复裁切,project_image_match,cards/tts_150349__character-ucs-038.jpg
tts_150350,知识与避世的少女「帕秋莉·诺蕾姬」,,character-mar-021,已有卡面／重复裁切,project_image_match,cards/tts_150350__character-mar-021.jpg
tts_150351,少女秘封俱乐部「宇佐见莲子」,,character-ucs-020,已有卡面／重复裁切,project_image_match,cards/tts_150351__character-ucs-020.jpg
tts_150352,少女秘封俱乐部「玛艾露贝莉·赫恩」,,character-ucs-021,已有卡面／重复裁切,project_image_match,cards/tts_150352__character-ucs-021.jpg
tts_150353,绿眼的无间妒嫉「水桥帕露西」,,character-ucs-042,已有卡面／重复裁切,project_image_match,cards/tts_150353__character-ucs-042.jpg
tts_150354,深山的妖怪「山城高岭」,,character-ucs-044,已有卡面／重复裁切,project_image_match,cards/tts_150354__character-ucs-044.jpg
tts_150355,水中的迷彩「河城荷取」,,character-ucs-046,已有卡面／重复裁切,project_image_match,cards/tts_150355__character-ucs-046.jpg
tts_150356,「法兰西人偶」,,character-ucs-048,已有卡面／重复裁切,project_image_match,cards/tts_150356__character-ucs-048.jpg
tts_150357,剧毒的死体「宫古芳香」,,character-ucs-073,已有卡面／重复裁切,project_image_match,cards/tts_150357__character-ucs-073.jpg
tts_150358,月之都的射手「清兰」,,character-mar-022,已有卡面／重复裁切,project_image_match,cards/tts_150358__character-mar-022.jpg
tts_150359,幻想的策士「八云蓝」,,character-ucs-053,已有卡面／重复裁切,project_image_match,cards/tts_150359__character-ucs-053.jpg
tts_150360,勤奋的图书管理员「小恶魔」,,character-mar-023,已有卡面／重复裁切,project_image_match,cards/tts_150360__character-mar-023.jpg
tts_150361,地狱的口岸神「庭渡久诧歌」,,character-ucs-058,已有卡面／重复裁切,project_image_match,cards/tts_150361__character-ucs-058.jpg
tts_150362,鬼神仙人「茨木华扇」,UCS-060,character-ucs-060,已有卡面／重复裁切,project_image_match,cards/tts_150362__character-ucs-060.jpg
tts_150363,「灵」,,character-ucs-063,已有卡面／重复裁切,project_image_match,cards/tts_150363__character-ucs-063.jpg
tts_150364,逆袭的天邪鬼「鬼人正邪」,,character-ucs-065,已有卡面／重复裁切,project_image_match,cards/tts_150364__character-ucs-065.jpg
tts_150365,妖怪之山的哨戒「犬走椛」,,character-ucs-056,已有卡面／重复裁切,project_image_match,cards/tts_150365__character-ucs-056.jpg
tts_150366,畜生界的藏匿者「吉吊八千慧」,,character-ucs-066,已有卡面／重复裁切,project_image_match,cards/tts_150366__character-ucs-066.jpg
tts_150367,飞头衍生物,UCS-094,,未对应当前卡池,face_rules_workbook,cards/tts_150367__unmatched.jpg
